Country name,year,Happiness score,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
South Africa,2020,4.947,9.332,0.8909999999999999,57.3,0.757,-0.015,0.912
South Africa,2021,4.956,9.402999999999999,0.86,56.903999999999996,0.7490000000000001,-0.067,0.86
South Korea,2020,5.792999999999999,10.648,0.8079999999999999,74.2,0.711,-0.106,0.665
South Korea,2021,5.845,10.651,0.799,73.9,0.672,-0.083,0.727
South Korea,2019,5.903,10.661,0.7829999999999999,73.9,0.706,-0.055,0.718
Spain,2019,6.457000000000001,10.618,0.9490000000000001,74.7,0.778,-0.049,0.73
Spain,2020,6.502000000000001,10.488,0.935,75.0,0.7829999999999999,-0.121,0.73
Spain,2021,6.4910000000000005,10.571,0.932,74.7,0.7609999999999999,-0.081,0.745
Sri Lanka,2021,4.325,9.47,0.8270000000000001,67.29899999999999,0.841,0.079,0.863
Sri Lanka,2019,4.213,9.479,0.815,67.4,0.8240000000000001,0.051,0.863
Swaziland,2019,4.396,9.07,0.759,51.27,0.597,-0.191,0.7240000000000001
Swaziland,2021,4.308,9.065,0.77,50.833,0.647,-0.185,0.708
Sweden,2020,7.314,10.838,0.9359999999999999,72.8,0.951,0.091,0.203
Sweden,2021,7.3629999999999995,10.867,0.934,72.7,0.945,0.086,0.237
Sweden,2019,7.398,10.882,0.934,72.7,0.9420000000000001,0.091,0.25
Switzerland,2021,7.571000000000001,11.117,0.9420000000000001,74.4,0.919,0.025,0.292
Switzerland,2019,7.694,11.136,0.9490000000000001,74.4,0.9129999999999999,0.036000000000000004,0.294
Switzerland,2020,7.507999999999999,11.081,0.946,74.7,0.917,-0.064,0.28
Taiwan Province of China,2021,6.584,10.870999999999999,0.898,69.6,0.784,-0.07,0.721
Tajikistan,2019,5.4639999999999995,8.126,0.88,64.4,0.917,-0.045,0.49
Tajikistan,2020,5.372999999999999,8.08,0.79,64.7,0.917,-0.04,0.55
Tajikistan,2021,5.466,8.091000000000001,0.86,64.281,0.8320000000000001,-0.055999999999999994,0.5529999999999999
Tanzania,2021,3.623,7.876,0.7020000000000001,57.998999999999995,0.833,0.183,0.5770000000000001
Tanzania,2019,3.64,7.886,0.687,58.0,0.85,0.1,0.589
Tanzania,2020,3.786,7.881,0.74,58.5,0.83,0.295,0.521
Thailand,2021,5.985,9.805,0.888,67.40100000000001,0.884,0.287,0.895
Thailand,2019,6.022,9.824,0.903,67.4,0.898,0.309,0.877
Thailand,2020,5.885,9.769,0.867,67.6,0.84,0.273,0.9179999999999999
Togo,2019,4.178999999999999,7.375,0.539,55.1,0.617,0.065,0.737
Togo,2021,4.107,7.362,0.569,54.913999999999994,0.619,0.032,0.772
Tunisia,2019,4.315,9.283,0.61,67.2,0.659,-0.209,0.889
Tunisia,2020,4.731,9.231,0.7190000000000001,67.5,0.6679999999999999,-0.20199999999999999,0.877
Tunisia,2021,4.596,9.266,0.691,67.20100000000001,0.6559999999999999,-0.201,0.87
Turkey,2019,4.872,10.245999999999999,0.792,67.2,0.631,-0.136,0.76
Turkey,2020,4.862,10.219,0.857,67.6,0.51,-0.111,0.774
Turkey,2021,4.948,10.24,0.8220000000000001,67.199,0.5760000000000001,-0.139,0.7759999999999999
Turkmenistan,2021,5.066,9.629,0.983,62.409,0.877,0.273,0.888
Turkmenistan,2019,5.474,9.651,0.982,62.6,0.892,0.285,0.774
Uganda,2019,4.948,7.688,0.805,56.1,0.7040000000000001,0.139,0.826
Uganda,2020,4.641,7.684,0.8,56.5,0.687,0.147,0.878
Uganda,2021,4.636,7.6770000000000005,0.7809999999999999,56.101000000000006,0.7090000000000001,0.122,0.855
Ukraine,2020,5.27,9.427999999999999,0.885,65.2,0.784,0.126,0.946
Ukraine,2019,4.702,9.458,0.883,64.9,0.715,-0.081,0.885
Ukraine,2021,4.875,9.436,0.888,64.902,0.7240000000000001,-0.011000000000000001,0.924
United Arab Emirates,2021,6.561,11.085,0.8440000000000001,67.333,0.932,0.07400000000000001,0.589
United Arab Emirates,2020,6.457999999999999,11.052999999999999,0.8270000000000001,67.5,0.9420000000000001,0.06,0.946
United Arab Emirates,2019,6.711,11.114,0.862,67.3,0.9109999999999999,0.129,0.946
United Kingdom,2021,7.064,10.707,0.934,72.5,0.8590000000000001,0.233,0.45899999999999996
United Kingdom,2020,6.797999999999999,10.626,0.929,72.7,0.885,0.203,0.49
United Kingdom,2019,7.157,10.751,0.943,72.5,0.8540000000000001,0.271,0.485
United States,2019,6.944,11.043,0.917,68.2,0.836,0.14400000000000002,0.7070000000000001
United States,2021,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698
United States,2020,7.028,11.001,0.937,68.1,0.85,0.034,0.6779999999999999
Uruguay,2019,6.6,9.979,0.9329999999999999,69.1,0.903,-0.095,0.599
Uruguay,2021,6.431,9.966000000000001,0.925,69.1,0.8959999999999999,-0.092,0.59
Uruguay,2020,6.31,9.937000000000001,0.9209999999999999,69.2,0.9079999999999999,-0.084,0.491
Uzbekistan,2021,6.178999999999999,8.836,0.9179999999999999,65.255,0.97,0.311,0.515
Uzbekistan,2019,6.154,8.853,0.915,65.4,0.97,0.304,0.511
Venezuela,2021,4.8919999999999995,9.073,0.861,66.7,0.615,-0.16899999999999998,0.8270000000000001
Vietnam,2021,5.4110000000000005,8.972999999999999,0.85,68.03399999999999,0.94,-0.098,0.7959999999999999
Vietnam,2019,5.4670000000000005,8.992,0.848,68.1,0.9520000000000001,-0.126,0.7879999999999999
Yemen,2021,3.658,7.577999999999999,0.8320000000000001,57.122,0.602,-0.147,0.8
Zambia,2020,4.838,8.117,0.767,56.3,0.75,0.055999999999999994,0.81
Zambia,2019,3.307,8.155,0.638,55.8,0.8109999999999999,0.077,0.8320000000000001
Zambia,2021,4.073,8.145,0.708,55.809,0.782,0.061,0.823
Zimbabwe,2019,2.694,7.95,0.759,56.2,0.632,-0.064,0.831
Zimbabwe,2021,3.145,7.943,0.75,56.201,0.677,-0.047,0.821
Zimbabwe,2020,3.16,7.829,0.7170000000000001,56.8,0.643,-0.009000000000000001,0.789
